0.81176,0.70278,0.01998,0.0108,0.06553,0.1754,0.72123,0.69621,0.37685,0.23748,0.19283,0.56308,0.53613,0.97702,0.52988,0.59229,0.95002,0.72368,0.10204,0.29365,0.96237,0.21697,0.1905,0.56703,0.63742,0.39059,0.26264,0.51057,0.35937,0.93957,0.25854,0.71983,0.95892,0.8619,0.68947,0.81927,0.13559,0.41849,0.62975,0.81131,0.58215,0.939,0.01352,0.08401,0.66159,0.83361,0.19229,0.89085,0.75023,0.09965,0.70293,0.25506,0.99475,0.49649,0.43118,0.31062,0.47878,0.99479,0.56497,0.64326,0.70399,0.995,0.44096,0.29269,0.9408,0.80338,0.48231,0.08622,0.86949,0.22975,0.277,0.58207,0.06188,0.1356,0.58493,0.23938,0.78078,0.81241,0.50917,0.78977,0.10452,0.92924,0.16296,0.0191,0.28996,0.8739,0.81461,0.87197,0.08899,0.94979,0.98296,0.89827,0.35303,0.20719,0.83201,0.24614,0.92821,0.83966,0.93787,0.83203
0.6595,0.94434,0.45129,0.7175,0.47986,0.64866,0.87875,0.48135,0.51965,0.26417,0.47881,0.60336,0.20667,0.21328,0.28237,0.57502,0.96174,0.57573,0.4162,0.58525,0.03722,0.98721,0.57605,0.95395,0.51484,0.51417,0.0731,0.81107,0.75943,0.45637,0.55912,0.9364,0.17705,0.2537,0.81271,0.12514,0.69507,0.72956,0.03529,0.23739,0.4754,0.16938,0.94058,0.39338,0.74472,0.59342,0.42452,0.05866,0.86117,0.50093,0.6293,0.15725,0.04105,0.96393,0.39072,0.3674,0.51528,0.792,0.79019,0.94681,0.76761,0.23913,0.74253,0.88762,0.81339,0.31576,0.59836,0.55082,0.65984,0.77413,0.40906,0.01333,0.2209,0.44096,0.67201,0.67023,0.44951,0.05923,0.78511,0.26982,0.64391,0.47454,0.54177,0.55791,0.55746,0.12185,0.36187,0.22487,0.14921,0.36738,0.73366,0.41709,0.6898,0.2785,0.71928,0.30312,0.97307,0.88741,0.46797,0.57436
0.7792,0.19393,0.04972,0.80941,0.25877,0.52832,0.17956,0.36188,0.35524,0.70977,0.58153,0.15133,0.78833,0.51281,0.43538,0.95219,0.24813,0.34734,0.99399,0.18174,0.40045,0.2257,0.21042,0.44909,0.00827,0.14629,0.0768,0.07742,0.56746,0.96455,0.77599,0.75837,0.96396,0.12461,0.08333,0.17945,0.41239,0.22305,0.29163,0.90573,0.99789,0.05435,0.41527,0.85523,0.86777,0.90324,0.88136,0.07957,0.77446,0.13739,0.67018,0.03981,0.32774,0.35987,0.80313,0.96331,0.71965,0.90491,0.65347,0.7261,0.70162,0.6909,0.07876,0.1276,0.54985,0.37508,0.43598,0.16158,0.41378,0.41549,0.32558,0.03094,0.14073,0.05853,0.32235,0.03502,0.2474,0.76386,0.1539,0.47505,0.35062,0.76287,0.97299,0.17165,0.68778,0.79796,0.93326,0.83211,0.69401,0.7065,0.32635,0.78359,0.53189,0.85351,0.42745,0.62566,0.33996,0.68478,0.06194,0.86654
0.62906,0.6015,0.17554,0.82031,0.53423,0.46606,0.73906,0.50563,0.0356,0.93552,0.14913,0.48211,0.58483,0.44818,0.35359,0.5903,0.24238,0.77167,0.36869,0.90205,0.3631,0.62962,0.13462,0.10832,0.34813,0.37257,0.20566,0.81229,0.04094,0.71273,0.59249,0.67015,0.51419,0.9437,0.61699,0.76712,0.52714,0.49212,0.72912,0.46913,0.71062,0.91744,0.99169,0.6977,0.39286,0.50648,0.43779,0.97422,0.83677,0.70444,0.04114,0.42459,0.729,0.91031,0.68642,0.95483,0.70834,0.56996,0.94837,0.07934,0.90796,0.39895,0.52343,0.71066,0.02497,0.27124,0.33914,0.1509,0.82599,0.80498,0.99424,0.53441,0.96977,0.92131,0.85081,0.90459,0.57615,0.28329,0.44362,0.16302,0.39793,0.06821,0.03426,0.97349,0.37697,0.97879,0.8709,0.07931,0.74961,0.75135,0.32275,0.75311,0.09689,0.29937,0.16225,0.73187,0.9305,0.75938,0.49838,0.76674
0.45357,0.20023,0.55271,0.6202,0.14312,0.41597,0.04851,0.8508,0.15668,0.46947,0.74785,0.24668,0.71171,0.95779,0.57783,0.8725,0.07502,0.77728,0.42527,0.53778,0.10525,0.87791,0.40736,0.6334,0.697,0.70072,0.04903,0.26879,0.27216,0.66933,0.67144,0.35462,0.69423,0.60133,0.95501,0.79132,0.75126,0.15748,0.66491,0.18633,0.60575,0.74675,0.68923,0.97365,0.98236,0.38688,0.97218,0.34939,0.99015,0.40325,0.1142,0.16579,0.78441,0.75103,0.7402,0.33345,0.3694,0.98656,0.42644,0.86903,0.62135,0.90119,0.88643,0.85537,0.58419,0.58862,0.86202,0.68759,0.05439,0.70323,0.68611,0.89811,0.86727,0.67287,0.76071,0.49693,0.55073,0.70597,0.94109,0.83915,0.95246,0.85223,0.33856,0.09629,0.07991,0.73978,0.65923,0.48801,0.20591,0.3804,0.36782,0.19243,0.77086,0.82757,0.41427,0.27634,0.31372,0.34468,0.10748,0.7998
0.62502,0.9197,0.20034,0.72521,0.02282,0.25091,0.54406,0.58903,0.4288,0.85861,0.61075,0.08156,0.87842,0.78586,0.59942,0.33194,0.19287,0.15174,0.73015,0.20462,0.36556,0.12271,0.6942,0.60695,0.3639,0.2627,0.80201,0.61379,0.40489,0.79089,0.25385,0.77762,0.67114,0.04936,0.83793,0.1628,0.32141,0.86859,0.04248,0.76161,0.68335,0.7962,0.1637,0.42362,0.30265,0.85379,0.46979,0.65117,0.23221,0.56845,0.13318,0.7997,0.40029,0.1507,0.80238,0.55846,0.19789,0.09662,0.31313,0.53927,0.84284,0.87284,0.61207,0.86821,0.41058,0.35469,0.48792,0.93929,0.0069,0.76319,0.53355,0.40327,0.18032,0.54557,0.33528,0.43719,0.72385,0.74419,0.58733,0.45983,0.02917,0.17194,0.10849,0.82896,0.11567,0.21162,0.98849,0.51367,0.17116,0.54361,0.58029,0.09329,0.25454,0.53583,0.19846,0.0685,0.40281,0.27575,0.92703,0.37822
0.7043,0.47839,0.46805,0.23461,0.22752,0.90555,0.66809,0.75645,0.30876,0.59782,0.47886,0.4789,0.32889,0.77433,0.86687,0.95541,0.84248,0.75963,0.39563,0.80553,0.01332,0.94206,0.96884,0.90402,0.64002,0.20674,0.4222,0.25856,0.1489,0.36485,0.41935,0.97858,0.74047,0.68398,0.40696,0.35203,0.15536,0.28446,0.34929,0.77219,0.714,0.94506,0.62492,0.93854,0.78997,0.6287,0.42061,0.24713,0.38632,0.96938,0.81148,0.89951,0.93992,0.16065,0.85322,0.54305,0.0831,0.11961,0.49288,0.70125,0.58233,0.88834,0.56695,0.62275,0.52096,0.62344,0.64621,0.20457,0.50382,0.063,0.87999,0.03652,0.98859,0.79765,0.88298,0.07448,0.2048,0.66522,0.21065,0.59742,0.74084,0.62515,0.58008,0.51064,0.20083,0.97539,0.10038,0.1982,0.18471,0.7263,0.8544,0.02795,0.64934,0.45457,0.05937,0.514,0.36588,0.40464,0.57905,0.21386
0.40077,0.78279,0.71249,0.22585,0.51281,0.1011,0.65468,0.2448,0.40632,0.89618,0.24367,0.71764,0.49307,0.57719,0.39515,0.55881,0.58926,0.42242,0.85843,0.08081,0.37421,0.59762,0.58832,0.72483,0.11155,0.92625,0.64233,0.61869,0.37182,0.40219,0.98078,0.68465,0.52096,0.87845,0.41602,0.01821,0.05942,0.851,0.77903,0.15739,0.79457,0.08921,0.87063,0.6461,0.43849,0.25093,0.18877,0.80612,0.94364,0.2524,0.4781,0.9239,0.28725,0.10738,0.79289,0.05631,0.15598,0.91711,0.23225,0.92475,0.29615,0.16245,0.23716,0.21855,0.00767,0.19455,0.74347,0.99055,0.12255,0.00394,0.98804,0.29813,0.44591,0.94922,0.42703,0.10927,0.03973,0.32583,0.74636,0.88669,0.09307,0.0554,0.02126,0.47167,0.74334,0.5149,0.48827,0.33408,0.84748,0.84957,0.89733,0.10417,0.49024,0.88284,0.42793,0.40038,0.26202,0.74181,0.01044,0.97794
0.83634,0.21977,0.51295,0.84006,0.16981,0.21608,0.68715,0.14493,0.55438,0.24625,0.24738,0.44091,0.74,0.23241,0.04083,0.96854,0.19433,0.39884,0.84908,0.89532,0.57829,0.53381,0.62667,0.64789,0.95379,0.36162,0.41412,0.21837,0.45677,0.63832,0.32788,0.77315,0.16974,0.95543,0.80734,0.81834,0.15516,0.42648,0.00472,0.87898,0.70946,0.90548,0.74261,0.59125,0.86078,0.26119,0.29261,0.40397,0.40406,0.05867,0.66155,0.73604,0.93234,0.21582,0.31117,0.49993,0.22484,0.35684,0.8419,0.27512,0.51686,0.46368,0.67051,0.38616,0.36215,0.72016,0.64409,0.79877,0.97526,0.85892,0.9116,0.4096,0.43598,0.39469,0.36781,0.96502,0.15611,0.85818,0.45632,0.17671,0.84106,0.29874,0.46645,0.94909,0.74222,0.33524,0.078,0.36098,0.44228,0.63705,0.93548,0.74157,0.41273,0.4674,0.2537,0.09794,0.31364,0.16199,0.53559,0.26693
0.47391,0.35226,0.78797,0.38787,0.79752,0.87532,0.46574,0.39991,0.23717,0.65878,0.17053,0.50966,0.99534,0.80599,0.1464,0.20833,0.16317,0.06068,0.03881,0.58385,0.96506,0.79977,0.87931,0.05054,0.60618,0.87712,0.05038,0.23341,0.00496,0.17552,0.38916,0.65545,0.07622,0.56406,0.83316,0.50533,0.24532,0.70989,0.69265,0.48458,0.08357,0.22293,0.22554,0.08286,0.94308,0.37671,0.43913,0.38648,0.1649,0.18439,0.74722,0.92206,0.90641,0.46104,0.53856,0.13263,0.27501,0.16843,0.70943,0.88505,0.00663,0.99816,0.34353,0.17532,0.94568,0.551,0.35633,0.51828,0.79109,0.43114,0.47363,0.24984,0.65949,0.27811,0.37969,0.09101,0.38446,0.90963,0.94213,0.57872,0.14125,0.96281,0.53624,0.55387,0.2623,0.03883,0.96676,0.99303,0.54078,0.52101,0.86715,0.96936,0.21109,0.08097,0.9444,0.79156,0.67533,0.68761,0.81107,0.26616
