0.42164,0.29908,0.19951,0.40831,0.08543,0.71392,0.73681,0.1033,0.55636,0.09859,0.76916,0.19504,0.90165,0.9462,0.38027,0.83999,0.34645,0.79105,0.35265,0.12927,0.77747,0.78862,0.85539,0.37957,0.00598,0.78844,0.35086,0.62732,0.57533,0.21308,0.81546,0.04807,0.60779,0.15227,0.14008,0.46598,0.57427,0.83683,0.05456,0.67244,0.21964,0.92182,0.26438,0.96073,0.67647,0.46373,0.98442,0.39833,0.24733,0.03638,0.6101,0.07053,0.66027,0.10568,0.44716,0.41983,0.41426,0.70792,0.51936,0.84227,0.7997,0.71671,0.90466,0.03806,0.64031,0.83669,0.94568,0.42394,0.27199,0.12893,0.46672,0.0251,0.12125,0.36408,0.50125,0.39831,0.33917,0.97821,0.5277,0.92944,0.68982,0.95112,0.22438,0.83283,0.92724,0.8849,0.50173,0.41742,0.78373,0.59048,0.01742,0.32088,0.58899,0.48666,0.02512,0.8084,0.47815,0.32923,0.63155,0.49893
0.42591,0.782,0.48759,0.98787,0.36209,0.11648,0.5033,0.39293,0.02874,0.37242,0.44036,0.24725,0.01411,0.61456,0.13772,0.22319,0.36941,0.86444,0.06433,0.54605,0.64595,0.96244,0.70201,0.06456,0.91784,0.80441,0.35052,0.10834,0.66918,0.13675,0.91947,0.16155,0.82819,0.15238,0.91908,0.80027,0.04496,0.65502,0.08053,0.29361,0.05692,0.34022,0.86728,0.02171,0.94007,0.22471,0.78234,0.40323,0.63044,0.77268,0.81603,0.9036,0.91001,0.83609,0.66316,0.05828,0.41596,0.00415,0.17744,0.87617,0.3787,0.33598,0.06619,0.37648,0.47081,0.28324,0.827,0.01762,0.43426,0.32729,0.91775,0.48696,0.87671,0.84153,0.13791,0.17358,0.39073,0.84913,0.37501,0.19942,0.32218,0.55607,0.0549,0.7823,0.80381,0.33813,0.96693,0.25236,0.66953,0.74241,0.59216,0.64906,0.08559,0.88431,0.46407,0.37875,0.65799,0.15418,0.1947,0.80802
0.78809,0.57425,0.92235,0.30295,0.76294,0.73467,0.70539,0.22465,0.94862,0.25666,0.56676,0.48601,0.47119,0.67834,0.64926,0.04941,0.84704,0.85832,0.69992,0.97975,0.41975,0.50614,0.91713,0.78651,0.5527,0.47253,0.68223,0.13139,0.71313,0.87882,0.32021,0.37537,0.50611,0.41454,0.82177,0.50086,0.39786,0.02761,0.38884,0.47754,0.11087,0.60391,0.68594,0.63932,0.89679,0.31152,0.13595,0.30923,0.00708,0.02268,0.61599,0.61958,0.52703,0.89659,0.90834,0.46561,0.97736,0.421,0.71746,0.96094,0.80897,0.66664,0.56927,0.67097,0.72064,0.13772,0.69456,0.0961,0.93819,0.01954,0.92847,0.65395,0.03022,0.96722,0.01573,0.65606,0.70942,0.18449,0.36642,0.79035,0.90396,0.38237,0.11974,0.16449,0.48968,0.86358,0.32861,0.23922,0.22584,0.62202,0.66452,0.11836,0.32646,0.39269,0.40475,0.23517,0.19472,0.23568,0.06584,0.32866
0.09985,0.66964,0.62763,0.37714,0.499,0.31612,0.47808,0.9008,0.08608,0.73878,0.65002,0.6258,0.28671,0.81799,0.59354,0.55962,0.34318,0.82275,0.3034,0.08995,0.09719,0.4,0.5967,0.66846,0.97689,0.44963,0.3108,0.43781,0.88067,0.45965,0.36164,0.80741,0.48264,0.72081,0.30724,0.06137,0.1656,0.87423,0.4531,0.25218,0.83069,0.693,0.93915,0.8747,0.56338,0.54859,0.78979,0.51899,0.4347,0.37646,0.75039,0.4128,0.10228,0.09048,0.20622,0.68527,0.1817,0.10518,0.96619,0.05051,0.9339,0.58654,0.70064,0.19723,0.7449,0.2711,0.75602,0.01617,0.19723,0.53486,0.62677,0.96952,0.42103,0.39025,0.32523,0.48518,0.69606,0.35326,0.92365,0.11587,0.52816,0.09562,0.80428,0.26653,0.77975,0.68133,0.14072,0.36597,0.35716,0.18006,0.95635,0.22584,0.67363,0.49669,0.79872,0.82,0.05361,0.34693,0.82003,0.23664
0.1235,0.10614,0.23909,0.4759,0.35887,0.49158,0.14082,0.16759,0.29594,0.42827,0.17422,0.42353,0.6999,0.48969,0.28879,0.07656,0.66677,0.80105,0.21867,0.99612,0.54573,0.29146,0.90847,0.69149,0.28578,0.35763,0.28256,0.4681,0.15587,0.56884,0.62662,0.99191,0.44607,0.66777,0.51911,0.19239,0.83816,0.53716,0.02155,0.22172,0.51087,0.13712,0.72544,0.25585,0.12091,0.32207,0.08299,0.72047,0.6828,0.23406,0.69008,0.31402,0.15558,0.76072,0.01646,0.22067,0.51343,0.87892,0.11995,0.34753,0.15562,0.59686,0.55979,0.18173,0.08033,0.65226,0.1976,0.14217,0.01093,0.67751,0.51594,0.08278,0.17922,0.8929,0.12744,0.34313,0.68905,0.96933,0.05991,0.85625,0.3311,0.27199,0.44803,0.54627,0.11111,0.67161,0.73123,0.75526,0.39093,0.42147,0.75758,0.93948,0.66972,0.82163,0.2312,0.07564,0.30633,0.06173,0.2948,0.20343
0.43289,0.95037,0.62703,0.04738,0.21837,0.6244,0.46302,0.44963,0.11455,0.41249,0.02451,0.55848,0.66418,0.41069,0.51007,0.71727,0.78139,0.03189,0.74878,0.6459,0.51735,0.68397,0.58546,0.19155,0.56558,0.07729,0.30276,0.87718,0.19141,0.66334,0.40073,0.84112,0.82203,0.24586,0.22805,0.93187,0.44756,0.60554,0.18474,0.76341,0.32135,0.87415,0.49172,0.19106,0.33651,0.66231,0.44012,0.81763,0.17154,0.82945,0.28125,0.45971,0.64226,0.66028,0.70741,0.49695,0.43249,0.72497,0.10635,0.843,0.55286,0.65812,0.90439,0.18059,0.92096,0.01127,0.22487,0.27917,0.36921,0.34982,0.8577,0.41409,0.1874,0.74551,0.80852,0.11286,0.23709,0.33628,0.05855,0.28574,0.14956,0.14667,0.33549,0.98156,0.84303,0.26956,0.04925,0.22079,0.10362,0.46089,0.26917,0.67235,0.61421,0.30779,0.07454,0.29436,0.59252,0.82354,0.594,0.10271
0.66254,0.69202,0.19056,0.14128,0.47572,0.60992,0.96921,0.86756,0.71647,0.78256,0.32953,0.88324,0.80056,0.17607,0.39064,0.62354,0.27436,0.09295,0.121,0.03746,0.72188,0.24752,0.66561,0.94765,0.05105,0.62308,0.60604,0.52446,0.45087,0.16137,0.62185,0.95468,0.54681,0.36649,0.58567,0.97587,0.13442,0.77438,0.92156,0.14406,0.97361,0.09159,0.7637,0.53515,0.27304,0.65471,0.35182,0.75685,0.46545,0.59793,0.70985,0.65968,0.21488,0.66091,0.58827,0.42462,0.01282,0.81063,0.72153,0.60709,0.78689,0.35866,0.57804,0.61754,0.58016,0.60478,0.05957,0.86834,0.48041,0.61394,0.48677,0.51885,0.56865,0.55587,0.80216,0.13487,0.53532,0.03422,0.50422,0.20608,0.59607,0.84635,0.84341,0.18601,0.08588,0.73018,0.57188,0.14864,0.53829,0.57484,0.92865,0.87427,0.88195,0.01677,0.99001,0.22794,0.60543,0.6734,0.21923,0.26798
0.14611,0.561,0.58742,0.93725,0.08609,0.3329,0.15665,0.35219,0.0219,0.25766,0.18716,0.39072,0.31164,0.66141,0.37315,0.50806,0.6417,0.52918,0.05839,0.0267,0.89293,0.21368,0.92263,0.18997,0.18469,0.20545,0.37713,0.30607,0.92381,0.43486,0.166,0.51733,0.31463,0.5887,0.82493,0.88777,0.00351,0.59722,0.59379,0.45974,0.79742,0.82317,0.11645,0.40943,0.08618,0.7581,0.67935,0.58517,0.65483,0.29664,0.91101,0.48702,0.91612,0.10202,0.92503,0.62006,0.93792,0.07052,0.61478,0.04708,0.33437,0.52326,0.2773,0.10077,0.58245,0.46316,0.84253,0.44182,0.92074,0.35451,0.298,0.44862,0.73602,0.03808,0.52201,0.00165,0.57516,0.2914,0.31939,0.13952,0.71874,0.34419,0.15217,0.1385,0.20432,0.83545,0.22478,0.55842,0.26474,0.21451,0.12659,0.27979,0.3572,0.88458,0.4464,0.02263,0.83819,0.72859,0.37554,0.68168
0.4207,0.32306,0.86377,0.3606,0.26657,0.81657,0.45058,0.61174,0.84847,0.80238,0.76112,0.62951,0.13031,0.18307,0.40658,0.77141,0.99197,0.7156,0.3033,0.30637,0.08026,0.00655,0.68913,0.37599,0.1878,0.72809,0.04497,0.29428,0.78024,0.00091,0.81159,0.19934,0.55871,0.73365,0.82515,0.32208,0.09477,0.73922,0.36643,0.07494,0.39523,0.67049,0.51229,0.50463,0.8854,0.05089,0.149,0.88551,0.46759,0.09055,0.55397,0.9007,0.11911,0.90317,0.71672,0.06308,0.97056,0.69883,0.28833,0.208,0.3223,0.27389,0.018,0.31844,0.28721,0.64165,0.53579,0.64792,0.11823,0.56722,0.44993,0.19543,0.9718,0.27396,0.31274,0.95025,0.17844,0.41981,0.84345,0.83932,0.51106,0.06145,0.60862,0.28639,0.25413,0.24061,0.62444,0.17642,0.10764,0.86909,0.61796,0.86581,0.10055,0.78966,0.04872,0.40342,0.13876,0.14815,0.74055,0.5821
0.92764,0.76922,0.50461,0.491,0.03303,0.28277,0.90272,0.11152,0.21175,0.46498,0.78624,0.17755,0.74178,0.75516,0.33068,0.65634,0.96977,0.12925,0.77446,0.7238,0.8978,0.35644,0.42232,0.06054,0.96795,0.24963,0.82237,0.87964,0.15541,0.69365,0.04684,0.30499,0.90256,0.2339,0.54577,0.65787,0.4918,0.37078,0.3076,0.07363,0.23092,0.79593,0.16074,0.24694,0.36565,0.16682,0.90381,0.92039,0.48364,0.88639,0.73355,0.76135,0.51422,0.43042,0.08594,0.90832,0.29789,0.03839,0.14228,0.2812,0.42353,0.56634,0.14409,0.19104,0.77832,0.11509,0.32809,0.69269,0.48978,0.79309,0.30798,0.30631,0.8882,0.17046,0.60271,0.9483,0.70471,0.52001,0.83203,0.31952,0.85732,0.82576,0.13196,0.16739,0.44306,0.55321,0.16259,0.65598,0.39834,0.3997,0.59012,0.00262,0.70649,0.63264,0.36959,0.19855,0.66393,0.329,0.4644,0.79137
